state,year,sid,cdl,pre2_cdl,caselaw,anywhere,assumption,civil,homicide_c,robbery_gun_r,jhcitizen_c,jhpolice_c,homicide,robbery,assault,burglary,larceny,motor,murder,hc_felonywsus,jhcitizen,jhpolice,population,police,unemployrt,income,blackm_15_24,whitem_15_24,blackm_25_44,whitem_25_44,prisoner,lagprisoner,poverty,exp_subsidy,exp_pubwelfare,northeast,midwest,south,west,effyear
Arizona,2001,3,0,0,1,0,0,0,400,0.460532248,19,25,7.696046352,170.6213379,344.1864319,1054.762329,3595.015625,1004.391724,7.657566071,1.481488943,0.384802312,0.500243008,5197474,356.8656621,4.699999809,52592,0.269784898,3.927600145,0.561792135,9.127241135,533.1436157,528.0053711,13.52855252,148.1706848,763.4125977,0,0,0,1,2006
Arizona,2002,3,0,0,1,0,0,0,387,0.465249985,17,22,7.238223076,149.6273499,377.360199,1105.128906,3769.505859,1078.588745,7.182113171,1.234425664,0.336661547,0.430178642,5346616,350.3337438,6.099999905,48156,0.276043773,3.867436886,0.560111284,8.876717567,549.1137085,533.1436157,13.95546267,74.3373642,906.4100952,0,0,0,1,2006
Arizona,2003,3,0,0,1,0,0,0,441,0.477227986,4,17,8.060914993,139.265564,342.2141724,1071.370483,3632.438477,1041.832153,8.042635918,1.535412312,0.09139359,0.329016924,5470843,344.6452402,5.699999809,48802,0.280432105,3.80215621,0.555691302,8.64715004,569.7476807,549.1137085,14.3123281,71.8543396,970.956543,0,0,0,1,2006
Arizona,2004,3,0,1,1,0,0,0,414,0.498122007,11,26,7.348246574,137.0430298,335.8361816,1009.67395,3177.353516,981.647644,7.294998646,1.295705318,0.212992653,0.479233474,5633997,351.5976313,4.900000095,50611,0.291125476,3.739512205,0.556958079,8.480853081,577.1213379,569.7476807,15.15064705,88.97743988,1054.579346,0,0,0,1,2006
Arizona,2005,3,0,1,1,0,0,0,445,0.512414038,8,18,7.633143902,147.156723,333.5941162,966.2016602,3020.872559,941.7927246,7.290081024,1.269331813,0.154378191,0.325909525,5829839,352.6684013,4.599999905,50532,0.298327267,3.653617144,0.563634753,8.317211151,575.744873,577.1213379,14.35274628,86.74723816,1183.468872,0,0,0,1,2006
Arizona,2006,3,0.684931517,0,1,1,1,1,526,0.494665682,13,24,8.530212402,153.5276031,344.3546143,953.0484619,2874.14624,914.4030762,8.513995171,1.264936328,0.227039859,0.40542832,6166318,347.5980318,4.099999905,50454,0.302303582,3.484867334,0.567956448,7.982705593,582.0653687,575.744873,13.95249158,80.90235901,1180.550415,0,0,0,1,2006
Arizona,2007,3,1,0,1,1,1,1,549,0.485752344,17,16,8.92367363,158.578064,325.4783936,963.7241821,2864.824219,810.5588379,8.614839554,0.73144865,0.292579442,0.276325047,6152175,359.9377456,3.799999952,49649,0.322373807,3.523680687,0.595789313,7.991157532,613.5391235,582.0653687,14.24081727,82.17718506,1239.244751,0,0,0,1,2006
Arizona,2008,3,1,0,1,1,1,1,454,0.513272524,19,22,7.156422138,153.8000336,297.4486694,916.2269897,2669.408691,602.3217163,7.093369961,0.788152218,0.315260887,0.36255002,6343952,361.162884,5.099999905,47507,0.327918619,3.418011427,0.605300903,7.719714642,624.0432129,613.5391235,14.74234042,80.80723572,1265.485962,0,0,0,1,2006
Arizona,2009,3,1,0,1,1,1,1,380,0.453226,17,14,6.008033276,129.6312256,273.0493164,858.6428223,2466.076416,417.985199,5.976412296,0.711477637,0.284591049,0.237159207,6324865,362.2211699,8.600000381,46494,0.342457891,3.393479586,0.627444208,7.684353828,642.3378296,624.0432129,16.84981419,92.0513916,1409.334106,0,0,0,1,2006
Arizona,2010,3,1,0,1,1,1,1,409,0.438373923,17,20,6.445257664,109.3172455,261.1826477,800.0786743,2420.737793,338.9354553,6.382223129,0.94551456,0.283654362,0.330930084,6345751,348.7372889,9.5,47279,0.390639335,4.773303986,0.658550918,9.334907532,632.3916626,642.3378296,15.93302353,92.86244965,1451.641724,0,0,0,1,2006
Arkansas,2000,4,0,0,0,0,0,0,168,0.47876063,0,2,6.46280098,76.97657776,341.8744812,824.8919678,2682.831787,266.6674805,6.46280098,1.692638397,0.038469054,0.115407161,2599492,283.7092786,4.199999809,37600,1.436549902,5.412326813,2.082060575,11.24208069,458.3587952,447.4061584,15.19373785,81.71300507,967.8720703,0,0,1,0,NA
Arkansas,2001,4,0,0,0,0,0,0,148,0.509399354,0,0,5.65287447,83.30351257,342.5718384,847.7783813,2657.996826,279.5881042,5.385509014,1.413218617,0.0381951,0.0381951,2618137,287.9146508,4.699999809,41058,1.452254057,5.400214195,2.050694942,11.03269196,481.0290527,458.3587952,16.00557954,101.0604095,1041.720703,0,0,1,0,NA
Arkansas,2002,4,0,0,0,0,0,0,142,0.486133128,1,5,5.389305115,95.79299927,306.6970215,881.6068115,2699.548584,258.5727844,5.199541092,1.138585567,0.07590571,0.227717116,2634848,289.8838946,5.300000191,39252,1.457769156,5.364597797,2.029187202,10.83155441,496.8407898,481.0290527,16.54691276,101.3520584,1185.851807,0,0,1,0,NA
Arkansas,2003,4,0,0,0,0,0,0,180,0.496632248,4,2,6.792294025,84.0357666,344.5579834,943.9779053,2568.279541,226.6739349,5.99985981,1.245253921,0.188674837,0.113204896,2650062,290.7479146,5.800000191,37938,1.474531531,5.350478649,2.007273674,10.67439175,502.4410706,496.8407898,16.31056179,106.1399918,1209.835815,0,0,1,0,NA
Arkansas,2004,4,0,0,0,0,0,0,176,0.435075879,0,0,6.577295303,88.64399719,376.8117371,1126.772827,2774.497314,243.5841522,6.203585148,0.710048914,0.037370995,0.037370995,2675872,292.4654094,5.699999809,40382,1.476490617,5.269160748,1.994826317,10.5507288,515.9813232,502.4410706,15.86682771,105.932518,1292.093384,0,0,1,0,NA
Arkansas,2005,4,0,0,0,0,0,0,189,0.462875187,0,0,6.996292114,93.72810364,397.8262024,1114.890625,2795.185303,269.7088928,6.700152397,0.888418019,0.037017416,0.037017416,2701431,302.5063383,5.099999905,40941,1.461447597,5.19376564,1.993461967,10.45034981,501.2528687,515.9813232,17.09308881,82.83081055,1311.272217,0,0,1,0,NA
Arkansas,2006,4,0,0,0,0,0,0,211,0.468727529,2,1,7.506567478,98.97284698,404.0383301,1154.446045,2596.703125,270.4498901,7.257534504,1.03170836,0.106728449,0.0711523,2810872,294.0724444,5.300000191,40073,1.432295799,4.964687347,1.940074086,10.07018471,488.4249573,501.2528687,16.76209376,89.6099472,1281.788818,0,0,1,0,NA
Arkansas,2007,4,0,0,0,0,0,0,201,0.463398904,1,1,7.1648736,110.5386734,374.6408997,1136.185059,2601.633301,249.1308594,6.986642838,0.962445736,0.071292274,0.071292274,2805353,301.3880963,5.400000095,42898,1.441102028,4.983401299,1.957792878,10.01763439,510.2388306,488.4249573,17.23526415,89.6975174,1358.863037,0,0,1,0,NA
Arkansas,2008,4,0,0,0,0,0,0,164,0.468795359,2,3,5.794956684,97.38354492,357.8385925,1193.337036,2455.153564,229.6074982,5.724286556,0.848042428,0.106005304,0.141340405,2830047,341.9731192,5.199999809,40087,1.436442614,4.919953823,1.95547986,9.882521629,519.991394,510.2388306,16.93046087,94.8658371,1349.752197,0,0,1,0,NA
Arkansas,2009,4,0,0,0,0,0,0,179,0.472437888,0,2,6.306941032,90.76357269,379.5439453,1224.497803,2403.966309,214.8235626,6.025066376,0.493280292,0.035234306,0.105702922,2838143,351.2860346,7.099999905,37141,1.427271247,4.860537529,1.981859207,9.784884453,535.8433228,519.991394,18.2875211,97.77833557,1372.059082,0,0,1,0,NA
Arkansas,2010,4,0,0,0,0,0,0,138,0.4548904,3,4,4.76244545,81.85884094,376.612793,1121.969971,2268.02832,191.3260651,4.555382729,0.310594261,0.138041899,0.172552377,2897671,343.8623639,7.699999809,38571,1.309499979,5.055715561,1.921094537,9.67287159,559.2077026,535.8433228,17.8843975,109.4161453,1453.735718,0,0,1,0,NA
California,2000,5,0,0,0,0,0,0,2079,0.346860528,23,103,6.290108681,182.2860718,418.789917,672.5574951,1972.216797,550.755127,6.290108681,1.055915236,0.072613083,0.314656705,33051894,313.8882147,4.900000095,59274,0.506340146,2.818065405,1.073693395,7.468985081,493.1669006,491.9788818,13.02469686,42.9067688,1397.176025,0,0,0,1,NA
California,2001,5,0,0,0,0,0,0,2206,0.351750404,28,111,6.549587727,191.8381958,404.0406799,689.6157837,2071.578857,606.1990967,6.549587727,0.875851512,0.086100653,0.332526684,33681509,314.7097715,5.400000095,58205,0.508364975,2.826239109,1.044962049,7.197955608,473.3873291,493.1669006,13.11710826,45.16568756,1361.718262,0,0,0,1,NA
California,2002,5,0,0,0,0,0,0,2395,0.359792501,34,101,6.983958721,189.4504547,381.499115,695.2698975,2086.999268,648.4263306,6.983958721,0.927306414,0.102062032,0.297437906,34292871,331.9261312,6.699999809,57492,0.507560313,2.80891037,1.013881326,6.889131546,470.5380249,473.3873291,13.54993287,63.28036499,1518.664673,0,0,0,1,NA
California,2003,5,0,0,0,0,0,0,2407,0.346824527,38,117,6.946470737,184.0367432,373.383606,699.1895142,2111.028564,696.4536743,6.940698624,1.001423001,0.112551868,0.340541571,34650690,329.6297996,6.900000095,58445,0.507398248,2.785918474,0.989247262,6.632667542,474.7005005,470.5380249,13.95673795,63.00178146,1657.837891,0,0,0,1,NA
California,2004,5,0,0,0,0,0,0,2392,0.333036512,33,122,6.823518753,176.2019653,329.1948547,701.4731445,2078.682861,720.5886841,6.826371193,0.99842459,0.096989818,0.350874931,35055227,321.1618056,6.199999809,56816,0.511903703,2.779502869,0.969843984,6.401564598,475.1245728,474.7005005,13.35505544,70.08673096,1544.328979,0,0,0,1,NA
California,2005,5,0,0,0,0,0,0,2503,0.344707817,26,111,7.094918728,180.3407593,325.0141907,710.1183472,1962.843506,730.022644,7.094918728,0.99776727,0.076533288,0.317471415,35278768,314.8125808,5.400000095,57802,0.521205842,2.795015335,0.951470315,6.180708885,483.7924194,475.1245728,13.23474788,77.14754486,1664.923584,0,0,0,1,NA
California,2006,5,0,0,0,0,0,0,2490,0.343402654,33,124,6.829861164,194.9500275,306.178009,676.9050903,1831.5,666.7700195,6.813403606,1.02859354,0.093259148,0.342864513,36457549,317.936897,4.900000095,59821,0.510914743,2.697929621,0.912167728,5.832934856,481.4147034,483.7924194,12.85524159,79.09463501,1574.943359,0,0,0,1,NA
California,2007,5,0,0,0,0,0,0,2260,0.332823008,39,115,6.231995583,194.5209961,301.1460266,653.5791626,1798.256104,604.9585571,6.231995583,0.783135712,0.110300809,0.31987235,36264467,333.5937627,5.400000095,58608,0.517933965,2.71525836,0.908944845,5.723646641,480.5861206,481.4147034,12.2582582,51.49330521,1632.834717,0,0,0,1,NA
California,2008,5,0,0,0,0,0,0,2142,0.318137914,28,101,5.881626129,190.5213013,287.609314,652.7561646,1786.21582,528.6571655,5.881626129,0.744127333,0.079629861,0.280077428,36418499,339.1298472,7.199999809,57735,0.517407358,2.683789968,0.899227083,5.60428381,476.8730164,480.5861206,13.12849549,53.2897644,1673.86853,0,0,0,1,NA
California,2009,5,0,0,0,0,0,0,1972,0.309269339,33,113,5.431231022,176.5232697,275.8470459,634.0053101,1694.924194,451.2245789,5.431231022,0.738118649,0.093641914,0.313975841,36308527,335.6759694,11.60000038,57061,0.520351589,2.667566299,0.897632122,5.547255993,471.7211609,476.8730164,14.13618349,57.53813553,1779.741089,0,0,0,1,NA
California,2010,5,0,0,0,0,0,0,1809,0.310155541,32,83,4.892939568,157.1907501,259.3257751,619.006897,1624.374756,412.5432129,4.892939568,0.695127368,0.089257598,0.227201164,36971641,321.5545666,12.39999962,54459,0.533406138,4.073957443,0.855185211,7.892159939,446.4556885,471.7211609,14.18773378,81.6534729,1726.963013,0,0,0,1,NA
Colorado,2000,6,0,0,0,0,0,0,134,0.325642705,1,5,3.191763639,72.26724243,224.4953156,646.2844849,2687.822266,403.9962769,3.025029659,0.35728696,0.047638264,0.142914787,4198306,322.3919362,2.700000048,61077,0.319176346,5.190712452,0.742728114,12.63852596,400.9474182,386.3285522,9.166316128,32.00727844,882.340271,0,0,0,1,NA
Colorado,2001,6,0,0,0,0,0,0,158,0.340928257,1,7,3.661879539,82.39229584,228.2648926,661.2937622,2812.694336,486.5664673,3.337409258,0.30129391,0.046352908,0.185411632,4314724,351.633152,3.799999952,60834,0.326162219,5.240312099,0.73529619,12.27612686,404.3827515,400.9474182,8.846869464,33.33362961,945.3487549,0,0,0,1,NA
Colorado,2002,6,0,0,0,0,0,0,179,0.352612466,0,6,4.064801693,81.27332306,228.4009705,719.3563232,2842.931396,526.4485474,3.883134365,0.431459397,0.022708388,0.158958718,4403659,351.7302316,5.699999809,58530,0.329680383,5.240937233,0.723012388,11.8554821,427.6670837,404.3827515,9.692439855,40.82830811,861.9608765,0,0,0,1,NA
Colorado,2003,6,0,0,0,0,0,0,185,0.211342961,1,14,4.159273624,84.03981018,223.0494843,728.3000488,2798.98877,512.9620972,3.844517708,0.404686093,0.044965122,0.337238401,4447892,347.2656261,6.199999809,59203,0.328222901,5.214560032,0.695340633,11.41518307,442.2544556,427.6670837,10.15442821,45.52252197,917.267395,0,0,0,1,NA
Colorado,2004,6,0,0,0,0,0,0,201,0.369617552,4,12,4.468045712,83.1145401,249.765976,733.7820435,2741.023926,533.5869141,4.401358604,0.400123507,0.111145414,0.2889781,4498611,343.3504253,5.599999905,58737,0.341772169,5.216565609,0.710774958,11.17422676,451.0947876,442.2544556,10.37662514,41.37360382,907.7890015,0,0,0,1,NA
Colorado,2005,6,0,0,0,0,0,0,173,0.414640337,3,8,3.791993618,86.53636169,270.7220459,761.598877,2796.913086,572.1088257,3.638560295,0.284947485,0.087676153,0.197271347,4562244,338.6272194,5.099999905,56344,0.342046589,5.176728725,0.681988955,10.82647038,470.2948914,451.0947876,10.91048616,42.147892,903.0058594,0,0,0,1,NA
Colorado,2006,6,0,0,0,0,0,0,171,0.396596849,4,12,3.597442389,80.36391449,265.4323425,681.9993286,2325.08374,434.7645874,3.597442389,0.252452105,0.105188377,0.273489773,4753377,346.5115433,4.300000191,60230,0.342114657,5.026783943,0.670596898,10.39658737,472.9479675,470.2948914,11.34629128,46.65676117,923.1907349,0,0,0,1,NA
Colorado,2007,6,0,0,0,0,0,0,155,0.388615996,4,6,3.251410961,72.6008606,238.2130585,600.1895142,2101.900879,348.4463806,3.251410961,0.272698998,0.10488423,0.14683792,4767161,351.488024,3.799999952,64293,0.346747249,5.018458366,0.673230886,10.39501286,479.1321411,472.9479675,11.50621932,46.37098312,942.2539063,0,0,0,1,NA
Colorado,2008,6,0,0,0,0,0,0,156,0.3576729,4,3,3.220101357,69.54180145,237.5856781,582.5493774,2053.186279,276.9493713,3.137534618,0.123850055,0.103208378,0.082566701,4844568,347.9980052,5.099999905,61714,0.349422276,4.959781647,0.680824399,10.3144598,480.4143677,479.1321411,11.16394692,49.36190796,952.6563721,0,0,0,1,NA
Colorado,2009,6,0,0,0,0,0,0,159,0.354494214,4,7,3.282945871,69.60258484,231.7264252,549.9863892,1963.139771,257.6802979,3.241651058,0.144532219,0.103237294,0.16517967,4843211,359.9884457,7.5,56853,0.359286427,4.957475662,0.700320482,10.39426136,470.6588135,480.4143677,12.77408727,56.49920273,1002.66864,0,0,0,1,NA
Colorado,2010,6,0,0,0,0,0,0,120,0.367177516,6,11,2.414325237,63.0138855,214.9353027,526.1820679,1963.490112,226.2826233,2.555160761,0.160955012,0.140835628,0.241432518,4970333,343.4578729,8.100000381,60442,0.351002634,5.524217606,0.671785951,11.72440529,459.0235596,470.6588135,12.25443044,59.10911942,1021.84137,0,0,0,1,NA
Connecticut,2000,7,0,0,0,0,0,0,98,0.353079319,1,0,2.971834898,116.2048111,195.5952606,528.7440186,2077.191406,397.2251587,2.971834898,0.394223005,0.060649693,0.030324847,3297626,295.2730237,2.299999952,63523,0.735680759,4.305400372,1.363465667,11.71160698,556.6125488,567.9105225,7.381916567,188.0159607,1242.355591,1,0,0,0,NA
Connecticut,2001,7,0,0,0,0,0,0,105,0.383934975,3,3,3.165385962,126.102951,197.9119873,517.2843628,1982.496338,373.1537781,3.19553256,0.904395998,0.120586134,0.120586134,3317131,296.1896892,3.099999905,65699,0.759722769,4.389667034,1.358372688,11.34697437,578.6928711,556.6125488,7.226757098,201.1848755,1298.617432,1,0,0,0,NA
Connecticut,2002,7,0,0,0,0,0,0,84,0.34725976,1,2,2.507204533,121.4501801,176.5191345,510.7235107,1932.189087,345.6360474,2.477356911,0.626801133,0.059695344,0.089543015,3350345,290.7461769,4.400000095,64703,0.773830771,4.479419231,1.351741433,10.93573952,618.4437866,578.6928711,7.979984151,159.6593628,1302.208008,1,0,0,0,NA
Connecticut,2003,7,0,0,0,0,0,0,112,0.359924018,0,0,3.322218657,124.9391556,178.6582489,475.8781738,1944.921753,337.2645264,3.233230829,0.563590705,0.029662667,0.029662667,3371241,284.7616056,5.5,65160,0.790361762,4.572648525,1.348197937,10.55308723,588.6853027,618.4437866,8.099420955,145.3481293,1330.70105,1,0,0,0,NA
Connecticut,2004,7,0,0,0,0,0,0,100,0.3178128,1,2,2.950302362,123.55867,149.5803375,470.8387756,1969.916992,330.8174133,2.86179328,0.442545354,0.05900605,0.088509075,3389483,286.2088407,4.900000095,63601,0.802747786,4.687529087,1.338552237,10.17252445,575.220459,588.6853027,9.282212066,149.1477814,1504.149902,1,0,0,0,NA
Connecticut,2005,7,0,0,0,0,0,0,105,0.29036358,1,2,3.093010426,115.8553314,141.1591034,449.0756531,1897.5177,312.5118713,3.034095764,0.559687614,0.058914483,0.088371724,3394751,283.6143211,4.800000191,63476,0.824478745,4.807451248,1.341276526,9.834359169,572.7077026,575.220459,8.318106394,130.1519318,1532.361694,1,0,0,0,NA
Connecticut,2006,7,0,0,0,0,0,0,137,0.348246396,1,0,3.908914804,126.9113388,148.0251923,442.5633545,1839.814941,292.5979614,3.908914804,0.45651561,0.057064451,0.028532226,3504809,276.848182,4.300000191,67483,0.82095772,4.744766235,1.309486508,9.22104454,586.7937622,572.7077026,8.019809353,117.4453659,1551.409546,1,0,0,0,NA
Connecticut,2007,7,0,0,0,0,0,0,113,0.355565876,2,0,3.233328104,123.1239929,155.6861725,447.5155029,1743.622314,284.7331543,3.233328104,0.371975809,0.085840568,0.028613523,3494851,282.5013141,4.599999905,67448,0.830736399,4.753593445,1.31742382,8.978408813,598.7093506,586.7937622,7.698325336,116.7629776,1545.754395,1,0,0,0,NA
Connecticut,2008,7,0,0,0,0,0,0,132,0.349987626,0,0,3.778980017,115.745575,168.3936462,432.4928284,1809.67334,254.5372162,3.778980017,0.515315473,0.028628636,0.028628636,3493006,305.095382,5.800000191,65500,0.845174611,4.781927109,1.33558321,8.801530838,591.4962769,598.7093506,8.831333241,133.7355194,1629.761597,1,0,0,0,NA
Connecticut,2009,7,0,0,0,0,0,0,106,0.361409634,0,0,3.033349276,114.4946289,166.6625214,434.1695862,1716.76123,213.5077362,3.033349276,0.372014552,0.028616503,0.028616503,3494487,302.0758126,8.199999809,65922,0.85291487,4.788084984,1.341083884,8.600060463,564.2030029,591.4962769,9.100277094,140.3619232,1772.449341,1,0,0,0,NA
